Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"CCR5","C-C Motif Chemokine Receptor 5","Protein Coding","45","GC03P046383","8.25905418395996","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR5"
"PCNA","Proliferating Cell Nuclear Antigen","Protein Coding","50","GC20M005114","8.2501277923584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNA"
"MSN","Moesin","Protein Coding","46","GC0XP065588","8.24919414520264","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSN"
"TGFB2","Transforming Growth Factor Beta 2","Protein Coding","49","GC01P218345","8.23737621307373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB2"
"CSF1","Colony Stimulating Factor 1","Protein Coding","42","GC01P109911","8.20442199707031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF1"
"MT-ND5","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 5","Protein Coding","33","GCMTP012339","8.2018461227417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND5"
"VCAM1","Vascular Cell Adhesion Molecule 1","Protein Coding","44","GC01P100719","8.14530086517334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCAM1"
"MAPT","Microtubule Associated Protein Tau","Protein Coding","49","GC17P045894","8.13361549377441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPT"
"PEPD","Peptidase D","Protein Coding","44","GC19M033386","8.1087121963501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEPD"
"LMNA","Lamin A/C","Protein Coding","47","GC01P156082","8.10294818878174","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNA"
"WRN","WRN RecQ Like Helicase","Protein Coding","44","GC08P031033","8.08381748199463","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WRN"
"TIMP1","TIMP Metallopeptidase Inhibitor 1","Protein Coding","43","GC0XP047583","8.07942199707031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP1"
"DYRK1A","Dual Specificity Tyrosine Phosphorylation Regulated Kinase 1A","Protein Coding","49","GC21P037365","8.06915950775146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYRK1A"
"CFB","Complement Factor B","Protein Coding","44","GC06P031945","8.06316947937012","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFB"
"CUX2","Cut Like Homeobox 2","Protein Coding","40","GC12P111034","8.05694103240967","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUX2"
"IGFBP3","Insulin Like Growth Factor Binding Protein 3","Protein Coding","44","GC07M045912","8.03998470306396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP3"
"ABCB1","ATP Binding Cassette Subfamily B Member 1","Protein Coding","50","GC07M087504","8.02573394775391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB1"
"CXCL12","C-X-C Motif Chemokine Ligand 12","Protein Coding","44","GC10M044294","8.01858425140381","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL12"
"IGF1R","Insulin Like Growth Factor 1 Receptor","Protein Coding","53","GC15P098648","8.01633262634277","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R"
"NR5A2","Nuclear Receptor Subfamily 5 Group A Member 2","Protein Coding","45","GC01P199996","8.01525115966797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR5A2"
"GRIN2A","Glutamate Ionotropic Receptor NMDA Type Subunit 2A","Protein Coding","51","GC16M009753","8.01497745513916","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2A"
"NEU1","Neuraminidase 1","Protein Coding","43","GC06M031857","7.97107028961182","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEU1"
"CASP1","Caspase 1","Protein Coding","49","GC11M105025","7.93014049530029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP1"
"RB1","RB Transcriptional Corepressor 1","Protein Coding","47","GC13P048303","7.90738153457642","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RB1"
"CD3G","CD3g Molecule","Protein Coding","46","GC11P118344","7.89016628265381","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD3G"
"AGT","Angiotensinogen","Protein Coding","48","GC01M230702","7.8586893081665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGT"
"TCF3","Transcription Factor 3","Protein Coding","45","GC19M001609","7.82954931259155","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF3"
"PLK1","Polo Like Kinase 1","Protein Coding","49","GC16P024015","7.81103563308716","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK1"
"FLT4","Fms Related Receptor Tyrosine Kinase 4","Protein Coding","50","GC05M180607","7.80064868927002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT4"
"PRKDC","Protein Kinase, DNA-Activated, Catalytic Subunit","Protein Coding","49","GC08M047773","7.78728675842285","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKDC"
"NKX2-1","NK2 Homeobox 1","Protein Coding","45","GC14M036516","7.77698278427124","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-1"
"PAPPA","Pappalysin 1","Protein Coding","40","GC09P117129","7.77611827850342","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPPA"
"H2AC18","H2A Clustered Histone 18","Protein Coding","26","GC01M150279","7.76340818405151","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC18"
"LBR","Lamin B Receptor","Protein Coding","47","GC01M225401","7.76092624664307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LBR"
"HBB","Hemoglobin Subunit Beta","Protein Coding","45","GC11M005809","7.75674724578857","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBB"
"GJA8","Gap Junction Protein Alpha 8","Protein Coding","44","GC01P147902","7.74432516098022","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJA8"
"TLR9","Toll Like Receptor 9","Protein Coding","44","GC03M052222","7.73713827133179","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR9"
"CD34","CD34 Molecule","Protein Coding","42","GC01M207880","7.72360372543335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD34"
"KIR2DL1","Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Long Cytoplasmic Tail 1","Protein Coding","36","GC19P057726","7.71612977981567","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DL1"
"LAMC2","Laminin Subunit Gamma 2","Protein Coding","45","GC01P183186","7.71034622192383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMC2"
"HP","Haptoglobin","Protein Coding","43","GC16P072089","7.68739938735962","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HP"
"SMARCA4","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 4","Protein Coding","48","GC19P010932","7.68696737289429","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA4"
"TIMP2","TIMP Metallopeptidase Inhibitor 2","Protein Coding","42","GC17M078852","7.67766094207764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP2"
"RUNX2","RUNX Family Transcription Factor 2","Protein Coding","47","GC06P061392","7.67291259765625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX2"
"CD274","CD274 Molecule","Protein Coding","43","GC09P005450","7.6418571472168","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD274"
"IFNA2","Interferon Alpha 2","Protein Coding","41","GC09M021384","7.6373176574707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA2"
"GJB6","Gap Junction Protein Beta 6","Protein Coding","44","GC13M020221","7.63500165939331","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB6"
"PKD2","Polycystin 2, Transient Receptor Potential Cation Channel","Protein Coding","46","GC04P088007","7.61764335632324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD2"
"IL7","Interleukin 7","Protein Coding","41","GC08M078689","7.60344552993774","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL7"
"TSLP","Thymic Stromal Lymphopoietin","Protein Coding","37","GC05P111070","7.59520626068115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSLP"
"SELL","Selectin L","Protein Coding","42","GC01M169690","7.57824802398682","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELL"
"FOXC2","Forkhead Box C2","Protein Coding","44","GC16P086574","7.56531238555908","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXC2"
"NGF","Nerve Growth Factor","Protein Coding","49","GC01M115285","7.55159330368042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGF"
"TG","Thyroglobulin","Protein Coding","42","GC08P132866","7.55044269561768","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TG"
"CD28","CD28 Molecule","Protein Coding","45","GC02P203706","7.53892993927002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD28"
"BIRC5","Baculoviral IAP Repeat Containing 5","Protein Coding","45","GC17P078214","7.52937507629395","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC5"
"ACP5","Acid Phosphatase 5, Tartrate Resistant","Protein Coding","46","GC19M011574","7.51840686798096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP5"
"IL1RL1","Interleukin 1 Receptor Like 1","Protein Coding","40","GC02P102294","7.49185991287231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RL1"
"PRNP","Prion Protein","Protein Coding","45","GC20P004686","7.47422313690186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRNP"
"CD40","CD40 Molecule","Protein Coding","46","GC20P046118","7.45590305328369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40"
"CACNA1C","Calcium Voltage-Gated Channel Subunit Alpha1 C","Protein Coding","48","GC12P001970","7.44888591766357","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1C"
"SLC4A1","Solute Carrier Family 4 Member 1 (Diego Blood Group)","Protein Coding","46","GC17M044503","7.41434049606323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A1"
"INSR","Insulin Receptor","Protein Coding","52","GC19M007112","7.38697862625122","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSR"
"SMARCA2","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 2","Protein Coding","49","GC09P001980","7.36044836044312","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA2"
"COG4","Component Of Oligomeric Golgi Complex 4","Protein Coding","40","GC16M070489","7.34698295593262","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG4"
"CAV1","Caveolin 1","Protein Coding","47","GC07P116524","7.34584712982178","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAV1"
"AICDA","Activation Induced Cytidine Deaminase","Protein Coding","44","GC12M008602","7.32730293273926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AICDA"
"FOXN1","Forkhead Box N1","Protein Coding","41","GC17P028506","7.30640983581543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXN1"
"MUC16","Mucin 16, Cell Surface Associated","Protein Coding","37","GC19M008848","7.29980421066284","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC16"
"TAP2","Transporter 2, ATP Binding Cassette Subfamily B Member","Protein Coding","44","GC06M032821","7.29344940185547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAP2"
"NPPB","Natriuretic Peptide B","Protein Coding","43","GC01M011858","7.28823757171631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPPB"
"INSL6","Insulin Like 6","Protein Coding","34","GC09M004991","7.28451347351074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSL6"
"MTRR","5-Methyltetrahydrofolate-Homocysteine Methyltransferase Reductase","Protein Coding","42","GC05P007851","7.28322076797485","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTRR"
"STK11","Serine/Threonine Kinase 11","Protein Coding","48","GC19P001177","7.27465152740479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK11"
"CDKN1B","Cyclin Dependent Kinase Inhibitor 1B","Protein Coding","46","GC12P014505","7.269690990448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1B"
"C4B","Complement C4B (Chido Blood Group)","Protein Coding","42","GC06P032014","7.26540851593018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4B"
"CP","Ceruloplasmin","Protein Coding","47","GC03M149162","7.25196266174316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP"
"ACTC1","Actin Alpha Cardiac Muscle 1","Protein Coding","42","GC15M034790","7.24464511871338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTC1"
"BACH2","BTB Domain And CNC Homolog 2","Protein Coding","41","GC06M089926","7.22934007644653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BACH2"
"NOS2","Nitric Oxide Synthase 2","Protein Coding","49","GC17M027756","7.21441316604614","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2"
"STAR","Steroidogenic Acute Regulatory Protein","Protein Coding","45","GC08M038145","7.21065902709961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAR"
"LIF","LIF Interleukin 6 Family Cytokine","Protein Coding","41","GC22M030240","7.17943668365479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIF"
"SMPD1","Sphingomyelin Phosphodiesterase 1","Protein Coding","46","GC11P006390","7.17676973342896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMPD1"
"CHD7","Chromodomain Helicase DNA Binding Protein 7","Protein Coding","45","GC08P060678","7.17352390289307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD7"
"ABL1","ABL Proto-Oncogene 1, Non-Receptor Tyrosine Kinase","Protein Coding","52","GC09P130713","7.17168951034546","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABL1"
"TLR3","Toll Like Receptor 3","Protein Coding","50","GC04P186059","7.16837406158447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR3"
"IL23R","Interleukin 23 Receptor","Protein Coding","43","GC01P067138","7.16714239120483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL23R"
"MIR146A","MicroRNA 146a","RNA Gene","22","GC05P160485","7.13446664810181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146A"
"L1CAM","L1 Cell Adhesion Molecule","Protein Coding","46","GC0XM153864","7.13014507293701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=L1CAM"
"CD27","CD27 Molecule","Protein Coding","44","GC12P014167","7.11507129669189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD27"
"MYOD1","Myogenic Differentiation 1","Protein Coding","46","GC11P017741","7.11483287811279","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOD1"
"KIR2DL3","Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Long Cytoplasmic Tail 3","Protein Coding","36","GC19P058257","7.1098165512085","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DL3"
"GLUL","Glutamate-Ammonia Ligase","Protein Coding","48","GC01M182378","7.10872364044189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUL"
"MYH9","Myosin Heavy Chain 9","Protein Coding","49","GC22M036281","7.10494899749756","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH9"
"CD55","CD55 Molecule (Cromer Blood Group)","Protein Coding","46","GC01P207321","7.08904552459717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD55"
"CYP2D6","Cytochrome P450 Family 2 Subfamily D Member 6","Protein Coding","48","GC22M042126","7.08537721633911","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2D6"
"KLK3","Kallikrein Related Peptidase 3","Protein Coding","45","GC19P050854","7.08436965942383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK3"
"FANCC","FA Complementation Group C","Protein Coding","46","GC09M095099","7.08392333984375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCC"
"TNFRSF8","TNF Receptor Superfamily Member 8","Protein Coding","41","GC01P012063","7.08009958267212","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF8"
"IGHE","Immunoglobulin Heavy Constant Epsilon","Protein Coding","26","GC14M110875","7.07969188690186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHE"
"RYR2","Ryanodine Receptor 2","Protein Coding","47","GC01P237042","7.07590675354004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RYR2"
"CD14","CD14 Molecule","Protein Coding","44","GC05M140631","7.05831432342529","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD14"
"LAMA2","Laminin Subunit Alpha 2","Protein Coding","42","GC06P128863","7.03322601318359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA2"
"VEGFC","Vascular Endothelial Growth Factor C","Protein Coding","46","GC04M176683","7.0274772644043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFC"
"EPO","Erythropoietin","Protein Coding","40","GC07P100720","7.02360725402832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPO"
"NPY","Neuropeptide Y","Protein Coding","45","GC07P024290","7.02209758758545","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY"
"ATP6V0A2","ATPase H+ Transporting V0 Subunit A2","Protein Coding","44","GC12P123712","7.02083921432495","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0A2"
"ADAMTS13","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 13","Protein Coding","45","GC09P133414","7.00717830657959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS13"
"CD70","CD70 Molecule","Protein Coding","41","GC19M006590","7.00161838531494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD70"
"GJA1","Gap Junction Protein Alpha 1","Protein Coding","50","GC06P121436","6.97253704071045","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJA1"
"MRE11","MRE11 Homolog, Double Strand Break Repair Nuclease","Protein Coding","41","GC11M095136","6.96661424636841","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11"
"C4A","Complement C4A (Rodgers Blood Group)","Protein Coding","43","GC06P061193","6.93267107009888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4A"
"RAB27A","RAB27A, Member RAS Oncogene Family","Protein Coding","47","GC15M055202","6.92607164382935","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB27A"
"PECAM1","Platelet And Endothelial Cell Adhesion Molecule 1","Protein Coding","40","GC17M064319","6.90211486816406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PECAM1"
"BCR","BCR Activator Of RhoGEF And GTPase","Protein Coding","50","GC22P023179","6.87065410614014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCR"
"HLA-DPA1","Major Histocompatibility Complex, Class II, DP Alpha 1","Protein Coding","40","GC06M033064","6.86559915542603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DPA1"
"VHL","Von Hippel-Lindau Tumor Suppressor","Protein Coding","45","GC03P011265","6.85942983627319","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VHL"
"ANGPT2","Angiopoietin 2","Protein Coding","44","GC08M006499","6.84939956665039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPT2"
"MIF","Macrophage Migration Inhibitory Factor","Protein Coding","48","GC22P023894","6.84776926040649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF"
"TPM3","Tropomyosin 3","Protein Coding","45","GC01M154127","6.84102010726929","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM3"
"MMP3","Matrix Metallopeptidase 3","Protein Coding","50","GC11M102835","6.83522701263428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP3"
"TOR1A","Torsin Family 1 Member A","Protein Coding","44","GC09M129812","6.82835531234741","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOR1A"
"ODC1","Ornithine Decarboxylase 1","Protein Coding","48","GC02M010432","6.8265209197998","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ODC1"
"TNFSF12","TNF Superfamily Member 12","Protein Coding","39","GC17P009582","6.82203912734985","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF12"
"CXCL10","C-X-C Motif Chemokine Ligand 10","Protein Coding","43","GC04M076021","6.81442832946777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL10"
"EDN1","Endothelin 1","Protein Coding","46","GC06P012256","6.76231718063354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN1"
"CAT","Catalase","Protein Coding","48","GC11P034460","6.75941944122314","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT"
"BMP6","Bone Morphogenetic Protein 6","Protein Coding","42","GC06P007726","6.74966526031494","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP6"
"SELE","Selectin E","Protein Coding","42","GC01M169722","6.73414945602417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELE"
"SOCS1","Suppressor Of Cytokine Signaling 1","Protein Coding","42","GC16M011255","6.73378610610962","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS1"
"UNG","Uracil DNA Glycosylase","Protein Coding","46","GC12P109097","6.73273992538452","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNG"
"ELP1","Elongator Acetyltransferase Complex Subunit 1","Protein Coding","33","GC09M108868","6.73240661621094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELP1"
"CDKN1C","Cyclin Dependent Kinase Inhibitor 1C","Protein Coding","46","GC11M002900","6.72829532623291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1C"
"NR3C1","Nuclear Receptor Subfamily 3 Group C Member 1","Protein Coding","49","GC05M143277","6.71887493133545","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR3C1"
"LOC106780800","CYP21A2 Recombination Region","Biological Region","2","GC06P062365","6.70639228820801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106780800"
"HABP2","Hyaluronan Binding Protein 2","Protein Coding","44","GC10P113550","6.70361185073853","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HABP2"
"KCNH2","Potassium Voltage-Gated Channel Subfamily H Member 2","Protein Coding","49","GC07M150944","6.70233964920044","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH2"
"LGALS1","Galectin 1","Protein Coding","42","GC22P037675","6.69812870025635","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS1"
"MMP7","Matrix Metallopeptidase 7","Protein Coding","48","GC11M102425","6.69680500030518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP7"
"TEK","TEK Receptor Tyrosine Kinase","Protein Coding","49","GC09P027109","6.68640041351318","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEK"
"GGT1","Gamma-Glutamyltransferase 1","Protein Coding","47","GC22P024583","6.67813730239868","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT1"
"ERCC3","ERCC Excision Repair 3, TFIIH Core Complex Helicase Subunit","Protein Coding","47","GC02M127257","6.67674016952515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC3"
"MYH6","Myosin Heavy Chain 6","Protein Coding","45","GC14M023380","6.67597770690918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH6"
"STAT5A","Signal Transducer And Activator Of Transcription 5A","Protein Coding","45","GC17P042287","6.66783046722412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT5A"
"ADRB2","Adrenoceptor Beta 2","Protein Coding","49","GC05P148825","6.66013193130493","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2"
"GNRHR","Gonadotropin Releasing Hormone Receptor","Protein Coding","46","GC04M067737","6.64954519271851","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNRHR"
"ITGB1","Integrin Subunit Beta 1","Protein Coding","49","GC10M032899","6.64696025848389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB1"
"REN","Renin","Protein Coding","46","GC01M204154","6.64175701141357","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REN"
"SLC17A5","Solute Carrier Family 17 Member 5","Protein Coding","44","GC06M073593","6.63642454147339","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A5"
"CPT2","Carnitine Palmitoyltransferase 2","Protein Coding","48","GC01P053196","6.62843418121338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT2"
"THBS1","Thrombospondin 1","Protein Coding","44","GC15P039581","6.60138702392578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBS1"
"CBS","Cystathionine Beta-Synthase","Protein Coding","48","GC21M043053","6.5886664390564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBS"
"PTGS1","Prostaglandin-Endoperoxide Synthase 1","Protein Coding","45","GC09P122370","6.58831977844238","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS1"
"SHBG","Sex Hormone Binding Globulin","Protein Coding","39","GC17P007613","6.58303070068359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHBG"
"SHANK3","SH3 And Multiple Ankyrin Repeat Domains 3","Protein Coding","40","GC22P050674","6.56184482574463","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHANK3"
"CR1","Complement C3b/C4b Receptor 1 (Knops Blood Group)","Protein Coding","45","GC01P207496","6.55915069580078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CR1"
"LOC106627981","GBA Recombination Region","Biological Region","2","GC01P155233","6.55586242675781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106627981"
"PAEP","Progestagen Associated Endometrial Protein","Protein Coding","38","GC09P135561","6.5551233291626","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAEP"
"CYP7A1","Cytochrome P450 Family 7 Subfamily A Member 1","Protein Coding","42","GC08M058476","6.52990341186523","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP7A1"
"TCN2","Transcobalamin 2","Protein Coding","43","GC22P030606","6.51977157592773","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCN2"
"TPO","Thyroid Peroxidase","Protein Coding","47","GC02P001374","6.50979328155518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPO"
"JUN","Jun Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","48","GC01M058780","6.49816226959229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN"
"PLAU","Plasminogen Activator, Urokinase","Protein Coding","50","GC10P073909","6.49573135375977","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAU"
"NAT2","N-Acetyltransferase 2","Protein Coding","42","GC08P018391","6.48867607116699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT2"
"ICOSLG","Inducible T Cell Costimulator Ligand","Protein Coding","38","GC21M044222","6.48480033874512","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICOSLG"
"WWOX","WW Domain Containing Oxidoreductase","Protein Coding","46","GC16P078099","6.47756385803223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWOX"
"KITLG","KIT Ligand","Protein Coding","43","GC12M088492","6.47473287582397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KITLG"
"ANOS1","Anosmin 1","Protein Coding","36","GC0XM008528","6.47194576263428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANOS1"
"AGXT","Alanine--Glyoxylate And Serine--Pyruvate Aminotransferase","Protein Coding","45","GC02P240868","6.46789073944092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGXT"
"DICER1","Dicer 1, Ribonuclease III","Protein Coding","47","GC14M095086","6.4631929397583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DICER1"
"BIN1","Bridging Integrator 1","Protein Coding","45","GC02M127048","6.44739246368408","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIN1"
